Time(ms),Accel Time(ms),Accel X (mg),Accel Y (mg),Accel Z (mg),Light Time(ms),Light (lux),UV Index,Weather Time(ms),Humidity (%),Temperature (C),Air Quality Time(ms),CO2 (ppm),Ethanol (raw),H2 (raw),TVOC (ppb),BME688 Time(ms),Temperature (C),Pressure (Pa),Humidity (%),Gas Resistance (Ohms),Gas Index,Status,Heater Stable,IDAC,Meas Index,Gas Valid
38299614,38299395,-0.203125,-0.0625,1.046875,38299397,39,0.935,38299405,55.269527,-32.99,38299567,400,20076,15572,60000,38299614,-28.502369,30890.09766,5.026778,102400000,0,1,140,97,1,2779096485
38300633,38300414,-0.203125,-0.03125,1.015625,38300416,39,0.980714,38300424,55.224705,-32.99,38300586,400,20084,15576,60000,38299614,-28.502369,30890.09766,5.026778,102400000,0,1,140,97,1,2779096485
38301652,38301433,-0.203125,-0.078125,1.007812,38301435,39,1.122143,38301443,55.237293,-32.97,38301605,400,20082,15574,60000,38299614,-28.502369,30890.09766,5.026778,102400000,0,1,140,97,1,2779096485
38302671,38302452,-0.210938,-0.046875,0.945312,38302454,39,1.203571,38302462,55.153465,-32.9,38302624,400,20072,15576,60000,38299614,-28.502369,30890.09766,5.026778,102400000,0,1,140,97,1,2779096485
38303690,38303471,-0.21875,-0.039062,1.023438,38303473,39,1.140714,38303481,55.125523,-32.81,38303643,400,20079,15576,60000,38299614,-28.502369,30890.09766,5.026778,102400000,0,1,140,97,1,2779096485
38304709,38304490,-0.195312,-0.007812,1.023438,38304492,39,1.077143,38304500,55.07946,-32.7,38304662,400,20079,15579,60000,38299614,-28.502369,30890.09766,5.026778,102400000,0,1,140,97,1,2779096485
38305728,38305509,-0.210938,-0.046875,1.085938,38305511,39,1.197143,38305519,55.040932,-32.59,38305681,400,20070,15572,60000,38299614,-28.502369,30890.09766,5.026778,102400000,0,1,140,97,1,2779096485
38306747,38306528,-0.203125,-0.039062,1.148438,38306530,39,1.07,38306538,55.025959,-32.56,38306700,400,20079,15574,60000,38299614,-28.502369,30890.09766,5.026778,102400000,0,1,140,97,1,2779096485
38307766,38307547,-0.203125,-0.085938,1.109375,38307549,39,1.508571,38307557,54.950523,-32.48,38307719,400,20082,15581,60000,38299614,-28.502369,30890.09766,5.026778,102400000,0,1,140,97,1,2779096485
38308785,38308566,-0.21875,-0.046875,0.96875,38308568,39,1.607857,38308576,54.913902,-32.37,38308738,400,20077,15568,60000,38299614,-28.502369,30890.09766,5.026778,102400000,0,1,140,97,1,2779096485
38309804,38309585,-0.21875,-0.03125,1.007812,38309587,39,1.642143,38309595,54.900932,-32.29,38309757,400,20077,15575,60000,38299614,-28.502369,30890.09766,5.026778,102400000,0,1,140,97,1,2779096485
38310823,38310604,-0.21875,-0.054688,1.007812,38310606,39,1.592857,38310614,54.826164,-32.15,38310776,400,20066,15580,60000,38310823,-27.154791,31330.70703,6.420382,707182.3125,0,1,193,157,1,2779096485
38311842,38311623,-0.210938,-0.046875,1.078125,38311625,39,1.449286,38311633,54.780579,-32.06,38311795,400,20071,15572,60000,38311842,-27.069149,31368.64063,6.547265,697072.8125,0,1,193,162,1,2779096485
38312861,38312642,-0.210938,-0.023438,1.046875,38312644,39,1.236429,38312652,54.763794,-31.97,38312814,400,20072,15571,60000,38311842,-27.069149,31368.64063,6.547265,697072.8125,0,1,193,162,1,2779096485
38313880,38313661,-0.203125,-0.03125,1.117188,38313663,39,1.025714,38313671,54.750919,-31.92,38313833,400,20081,15579,60000,38311842,-27.069149,31368.64063,6.547265,697072.8125,0,1,193,162,1,2779096485
38314899,38314680,-0.195312,-0.0625,1.03125,38314682,39,1.012857,38314690,54.702568,-31.8,38314852,400,20073,15572,60000,38311842,-27.069149,31368.64063,6.547265,697072.8125,0,1,193,162,1,2779096485
38315918,38315699,-0.203125,-0.046875,1.039062,38315701,39,0.980714,38315709,54.707336,-31.77,38315871,400,20075,15572,60000,38311842,-27.069149,31368.64063,6.547265,697072.8125,0,1,193,162,1,2779096485
38316937,38316718,-0.195312,-0.039062,1.039062,38316720,39,0.956429,38316728,54.672241,-31.83,38316890,400,20066,15574,60000,38311842,-27.069149,31368.64063,6.547265,697072.8125,0,1,193,162,1,2779096485
38317956,38317737,-0.203125,-0.03125,0.96875,38317739,39,0.948571,38317747,54.675865,-31.71,38317909,400,20063,15574,60000,38311842,-27.069149,31368.64063,6.547265,697072.8125,0,1,193,162,1,2779096485
38318975,38318756,-0.203125,-0.03125,1.15625,38318758,39,0.969286,38318766,54.729939,-31.68,38318928,400,20057,15570,60000,38311842,-27.069149,31368.64063,6.547265,697072.8125,0,1,193,162,1,2779096485
38319994,38319775,-0.203125,-0.046875,1.085938,38319777,39,0.982143,38319785,54.699326,-31.67,38319947,400,20059,15569,60000,38319994,-27.648487,31684.61523,7.388651,102400000,0,1,139,204,1,2779096485
38321013,38320794,-0.195312,-0.046875,1.078125,38320796,39,1.005,38320804,54.747772,-31.68,38320966,400,20069,15579,60000,38321013,-27.197613,31720.35156,7.545624,14969392,0,1,167,209,1,2779096485
38322032,38321813,-0.195312,-0.039062,1.023438,38321815,39,1.067143,38321823,54.764271,-31.63,38321985,400,20055,15569,60000,38322032,-27.074188,31753.27734,7.679088,15780400,0,1,167,214,1,2779096485
38323051,38322832,-0.210938,-0.054688,1.023438,38322834,39,1.105714,38322842,54.838562,-31.64,38323004,400,20063,15578,60000,38323051,-26.996103,31788.44531,7.796233,16608211,0,1,167,219,1,2779096485
38324070,38323851,-0.1875,-0.023438,1.03125,38323853,39,0.858571,38323861,54.817295,-31.62,38324023,400,20052,15567,60000,38324070,-26.676208,31825.71094,7.936762,790428.375,0,1,193,224,1,2779096485
38325089,38324870,-0.210938,-0.046875,1.054688,38324872,39,1.261429,38324880,54.847717,-31.65,38325042,400,20057,15571,60000,38325089,-26.547745,31861.82422,8.067142,736955.75,0,1,193,229,1,2779096485
38326108,38325889,-0.210938,-0.0625,0.96875,38325891,39,1.301429,38325899,54.869938,-31.65,38326061,400,20060,15575,60000,38325089,-26.547745,31861.82422,8.067142,736955.75,0,1,193,229,1,2779096485
38327127,38326908,-0.210938,-0.039062,1.0625,38326910,39,1.331429,38326918,54.882812,-31.62,38327080,400,20050,15570,60000,38327127,-26.739178,31956.96875,8.322714,102400000,0,1,139,241,1,2779096485
38328146,38327927,-0.203125,-0.039062,1.0625,38327929,39,1.413571,38327937,54.885006,-31.61,38328099,400,20057,15576,60000,38327127,-26.739178,31956.96875,8.322714,102400000,0,1,139,241,1,2779096485
38329165,38328946,-0.195312,-0.039062,1.054688,38328948,39,1.056429,38328956,54.972649,-31.55,38329118,400,20055,15574,60000,38329165,-27.124567,32032.60547,8.507577,102400000,0,1,139,251,1,2779096485
38330184,38329965,-0.203125,-0.039062,1.046875,38329967,39,1.354286,38329975,54.984093,-31.55,38330137,400,20052,15573,60000,38329165,-27.124567,32032.60547,8.507577,102400000,0,1,139,251,1,2779096485
38331203,38330984,-0.195312,-0.054688,1.054688,38330986,39,1.116429,38330994,54.971504,-31.53,38331156,400,20048,15566,60000,38329165,-27.124567,32032.60547,8.507577,102400000,0,1,139,251,1,2779096485
38332222,38332003,-0.210938,-0.039062,0.960938,38332005,39,1.418571,38332013,55.056095,-31.5,38332175,400,20049,15576,60000,38329165,-27.124567,32032.60547,8.507577,102400000,0,1,139,251,1,2779096485
38333241,38333022,-0.195312,-0.0625,1.085938,38333024,39,1.402857,38333032,55.090618,-31.48,38333194,400,20050,15565,60000,38329165,-27.124567,32032.60547,8.507577,102400000,0,1,139,251,1,2779096485
38334260,38334041,-0.203125,-0.046875,1.039062,38334043,39,1.397857,38334051,55.184746,-31.42,38334213,400,20052,15580,60000,38329165,-27.124567,32032.60547,8.507577,102400000,0,1,139,251,1,2779096485
38335279,38335060,-0.203125,-0.101562,1.117188,38335062,39,1.223571,38335070,55.289078,-31.32,38335232,400,20057,15587,60000,38329165,-27.124567,32032.60547,8.507577,102400000,0,1,139,251,1,2779096485
38336298,38336079,-0.203125,-0.054688,1.046875,38336081,39,1.145,38336089,55.459118,-31.26,38336251,400,20048,15571,60000,38329165,-27.124567,32032.60547,8.507577,102400000,0,1,139,251,1,2779096485
38337317,38337098,-0.210938,-0.0625,1.007812,38337100,39,1.295,38337108,55.556202,-31.1,38337270,400,20047,15568,60000,38329165,-27.124567,32032.60547,8.507577,102400000,0,1,139,251,1,2779096485
38338336,38338117,-0.203125,-0.054688,1.015625,38338119,39,1.319286,38338127,55.763435,-30.97,38338289,400,20039,15566,60000,38338336,-26.016262,32397.32031,9.73624,802036.4375,0,1,193,45,1,2779096485
38339355,38339136,-0.203125,-0.054688,0.960938,38339138,39,1.407857,38339146,55.883598,-30.89,38339308,400,20037,15573,60000,38339355,-25.857571,32436.3457,9.883017,727531.0625,0,1,193,50,1,2779096485
38340374,38340155,-0.210938,-0.03125,1.046875,38340157,39,1.490714,38340165,56.075859,-30.78,38340327,400,20033,15560,60000,38340374,-25.764374,32475.25586,10.016678,712347.8125,0,1,192,55,1,2779096485
38341393,38341174,-0.1875,-0.03125,1.085938,38341176,39,1.327857,38341184,56.256199,-30.68,38341346,400,20030,15568,60000,38341393,-25.691326,32512.33789,10.146129,681757.6875,0,1,193,60,1,2779096485
38342412,38342193,-0.203125,-0.054688,1.078125,38342195,39,1.290714,38342203,56.370068,-30.59,38342365,400,20037,15566,60000,38341393,-25.691326,32512.33789,10.146129,681757.6875,0,1,193,60,1,2779096485
38343431,38343212,-0.210938,-0.039062,1.078125,38343214,39,1.300714,38343222,56.509972,-30.51,38343384,400,20032,15570,60000,38343431,-26.391577,32603.87305,10.342012,102400000,0,1,139,72,1,2779096485
38344450,38344231,-0.195312,-0.039062,1.046875,38344233,39,1.215714,38344241,56.64587,-30.43,38344403,400,20038,15573,60000,38343431,-26.391577,32603.87305,10.342012,102400000,0,1,139,72,1,2779096485
38345469,38345250,-0.203125,-0.0625,1.03125,38345252,39,1.110714,38345260,56.752586,-30.37,38345422,400,20020,15559,60000,38343431,-26.391577,32603.87305,10.342012,102400000,0,1,139,72,1,2779096485
38346488,38346269,-0.226562,-0.039062,1.078125,38346271,39,0.970714,38346279,56.84557,-30.29,38346441,400,20024,15566,60000,38343431,-26.391577,32603.87305,10.342012,102400000,0,1,139,72,1,2779096485
38347507,38347288,-0.21875,-0.054688,1.078125,38347290,39,1.004286,38347298,56.919193,-30.22,38347460,400,20033,15570,60000,38343431,-26.391577,32603.87305,10.342012,102400000,0,1,139,72,1,2779096485
38348526,38348307,-0.210938,-0.046875,1.101562,38348309,39,1.233571,38348317,56.978226,-30.14,38348479,400,20020,15561,60000,38343431,-26.391577,32603.87305,10.342012,102400000,0,1,139,72,1,2779096485
38349545,38349326,-0.210938,-0.046875,1.09375,38349328,39,1.382857,38349336,57.041264,-30.09,38349498,400,20039,15571,60000,38349545,-26.197622,32825.66797,11.057916,102400000,0,1,139,102,1,2779096485
38350564,38350345,-0.226562,-0.023438,1.054688,38350347,39,1.836429,38350355,57.032967,-29.98,38350517,400,20038,15570,60000,38350564,-25.741703,32862.36719,11.225173,14727191,0,1,167,107,1,2779096485
38351583,38351364,-0.226562,-0.03125,1.039062,38351366,39,1.896429,38351374,56.985664,-29.9,38351536,400,20033,15566,60000,38351583,-25.595608,32895.68359,11.366422,15478507,0,1,166,112,1,2779096485
38352602,38352383,-0.210938,-0.046875,1.101562,38352385,39,1.927857,38352393,57.077503,-29.81,38352555,400,20030,15573,60000,38351583,-25.595608,32895.68359,11.366422,15478507,0,1,166,112,1,2779096485
38353621,38353402,-0.226562,0.007812,1,38353404,39,1.179286,38353412,57.06749,-29.69,38353574,400,20033,15568,60000,38351583,-25.595608,32895.68359,11.366422,15478507,0,1,166,112,1,2779096485
38354640,38354421,-0.203125,-0.039062,1.070312,38354423,39,1.307143,38354431,57.025909,-29.59,38354593,400,20022,15557,60000,38351583,-25.595608,32895.68359,11.366422,15478507,0,1,166,112,1,2779096485
38355659,38355440,-0.203125,-0.054688,1.078125,38355442,39,1.353571,38355450,57.07655,-29.49,38355612,400,20016,15566,60000,38351583,-25.595608,32895.68359,11.366422,15478507,0,1,166,112,1,2779096485
38356678,38356459,-0.203125,-0.023438,1.054688,38356461,39,1.301429,38356469,57.08704,-29.41,38356631,400,20019,15567,60000,38356678,-25.190063,33098.19141,12.100684,102400000,0,1,138,139,1,2779096485
38357697,38357478,-0.210938,-0.039062,1.015625,38357480,39,1.160714,38357488,57.11832,-29.38,38357650,400,20012,15559,60000,38356678,-25.190063,33098.19141,12.100684,102400000,0,1,138,139,1,2779096485
38358716,38358497,-0.203125,-0.039062,0.976562,38358499,39,0.925714,38358507,57.12595,-29.37,38358669,400,20007,15560,60000,38356678,-25.190063,33098.19141,12.100684,102400000,0,1,138,139,1,2779096485
38359735,38359516,-0.195312,-0.015625,0.992188,38359518,39,0.867857,38359526,57.210445,-29.24,38359688,400,20016,15565,60000,38356678,-25.190063,33098.19141,12.100684,102400000,0,1,138,139,1,2779096485
38360754,38360535,-0.1875,-0.023438,1.023438,38360537,39,0.916429,38360545,57.278538,-29.27,38360707,400,20014,15560,60000,38356678,-25.190063,33098.19141,12.100684,102400000,0,1,138,139,1,2779096485
38361773,38361554,-0.1875,-0.03125,0.984375,38361556,39,1.022143,38361564,57.304478,-29.23,38361726,400,20003,15557,60000,38356678,-25.190063,33098.19141,12.100684,102400000,0,1,138,139,1,2779096485
38362792,38362573,-0.195312,-0.039062,1.015625,38362575,39,1.1,38362583,57.439613,-29.19,38362745,400,20009,15559,60000,38356678,-25.190063,33098.19141,12.100684,102400000,0,1,138,139,1,2779096485
38363811,38363592,-0.1875,-0.039062,1.101562,38363594,39,1.106429,38363602,57.546902,-29.19,38363764,400,20005,15559,60000,38356678,-25.190063,33098.19141,12.100684,102400000,0,1,138,139,1,2779096485
38364830,38364611,-0.1875,-0.046875,1.0625,38364613,39,1.082143,38364621,57.654858,-29.18,38364783,400,20007,15556,60000,38364830,-24.960842,33428.66797,13.229414,14502324,0,1,166,184,1,2779096485
38365849,38365630,-0.1875,-0.03125,1.007812,38365632,39,1.089286,38365640,57.832623,-29.16,38365802,400,20002,15554,60000,38365849,-24.822302,33464.84766,13.365818,15219693,0,1,166,189,1,2779096485
38366868,38366649,-0.179688,-0.046875,1.0625,38366651,39,1.080714,38366659,58.051014,-29.11,38366821,400,20000,15553,60000,38366868,-24.731621,33503.80859,13.488526,16384000,0,1,166,194,1,2779096485
38367887,38367668,-0.195312,-0.046875,1.070312,38367670,39,1.145714,38367678,58.242226,-29.1,38367840,400,19981,15546,60000,38367887,-24.406681,33539.75391,13.668362,768192.0625,0,1,192,199,1,2779096485
38368906,38368687,-0.203125,0.007812,1.03125,38368689,39,1.311429,38368697,58.492756,-29.02,38368859,400,19997,15553,60000,38368906,-24.260582,33580.10156,13.818818,709386.9375,0,1,192,204,1,2779096485
38369925,38369706,-0.210938,-0.0625,1.09375,38369708,39,1.456429,38369716,58.768845,-28.99,38369878,400,19986,15552,60000,38369925,-24.157307,33619.09375,13.981687,677696.875,0,1,192,209,1,2779096485
38370944,38370725,-0.195312,-0.03125,1.070312,38370727,39,1.462143,38370735,58.997059,-28.95,38370897,400,19973,15549,60000,38370944,-24.424313,33674.46484,14.123636,102400000,0,1,138,216,1,2779096485
38371963,38371744,-0.210938,-0.046875,1.046875,38371746,39,1.438571,38371754,59.372902,-28.92,38371916,400,19981,15552,60000,38370944,-24.424313,33674.46484,14.123636,102400000,0,1,138,216,1,2779096485
38372982,38372763,-0.210938,-0.039062,1.039062,38372765,39,1.403571,38372773,59.61504,-28.85,38372935,400,19969,15540,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38374001,38373782,-0.203125,-0.046875,1.078125,38373784,39,1.245,38373792,59.953499,-28.73,38373954,400,19971,15543,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38375020,38374801,-0.203125,-0.039062,1.054688,38374803,39,1.062857,38374811,60.262203,-28.67,38374973,400,19967,15540,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38376039,38375820,-0.195312,-0.023438,1,38375822,39,0.947857,38375830,60.58445,-28.58,38375992,400,19976,15547,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38377058,38376839,-0.203125,0.023438,1,38376841,39,0.882143,38376849,60.899067,-28.51,38377011,400,19961,15544,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38378077,38377858,-0.1875,-0.03125,1.039062,38377860,39,0.882143,38377868,61.216831,-28.48,38378030,400,19963,15540,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38379096,38378877,-0.203125,-0.039062,1.007812,38378879,39,0.965714,38378887,61.461449,-28.41,38379049,400,19949,15531,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38380115,38379896,-0.195312,-0.039062,0.984375,38379898,39,1.080714,38379906,61.733532,-28.39,38380068,400,19958,15539,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38381134,38380915,-0.195312,-0.007812,0.976562,38380917,39,1.141429,38380925,61.977863,-28.28,38381087,400,19950,15532,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38382153,38381934,-0.203125,-0.039062,1.070312,38381936,39,1.098571,38381944,62.239265,-28.21,38382106,400,19965,15537,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38383172,38382953,-0.1875,-0.023438,1.039062,38382955,39,1.002857,38382963,62.449646,-28.14,38383125,400,19955,15536,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38384191,38383972,-0.195312,-0.03125,1.054688,38383974,39,0.983571,38383982,62.697315,-28.05,38384144,400,19951,15532,60000,38372982,-24.812227,33745.94922,14.33284,102400000,0,1,138,226,1,2779096485
38385210,38384991,-0.203125,-0.046875,1.03125,38384993,39,0.995,38385001,62.969875,-27.98,38385163,400,19960,15535,60000,38385210,-23.386507,34237.92578,16.280903,634841.9375,0,1,192,35,1,2779096485
38386229,38386010,-0.203125,0,1.007812,38386012,39,1.007143,38386020,63.152599,-27.92,38386182,400,19948,15533,60000,38385210,-23.386507,34237.92578,16.280903,634841.9375,0,1,192,35,1,2779096485
38387248,38387029,-0.203125,-0.023438,1.054688,38387031,39,1.148571,38387039,63.415337,-27.85,38387201,400,19945,15532,60000,38385210,-23.386507,34237.92578,16.280903,634841.9375,0,1,192,35,1,2779096485
38388267,38388048,-0.203125,-0.03125,1.007812,38388050,39,1.231429,38388058,63.72118,-27.76,38388220,400,19945,15538,60000,38385210,-23.386507,34237.92578,16.280903,634841.9375,0,1,192,35,1,2779096485
38389286,38389067,-0.210938,-0.046875,1.007812,38389069,39,1.003571,38389077,64.022919,-27.69,38389239,400,19942,15525,60000,38385210,-23.386507,34237.92578,16.280903,634841.9375,0,1,192,35,1,2779096485
38390305,38390086,-0.210938,-0.046875,1.054688,38390088,39,1.016429,38390096,64.315224,-27.63,38390258,400,19946,15529,60000,38385210,-23.386507,34237.92578,16.280903,634841.9375,0,1,192,35,1,2779096485
38391324,38391105,-0.195312,-0.070312,1.070312,38391107,39,1.152143,38391115,64.684586,-27.53,38391277,400,19937,15521,60000,38385210,-23.386507,34237.92578,16.280903,634841.9375,0,1,192,35,1,2779096485
38392343,38392124,-0.210938,-0.046875,1.046875,38392126,39,1.018571,38392134,64.979744,-27.45,38392296,400,19928,15519,60000,38385210,-23.386507,34237.92578,16.280903,634841.9375,0,1,192,35,1,2779096485
38393362,38393143,-0.195312,-0.046875,1.015625,38393145,39,0.906429,38393153,65.314392,-27.41,38393315,400,19934,15526,60000,38393362,-23.97846,34568.83203,17.400955,102400000,0,1,137,77,1,2779096485
38394381,38394162,-0.1875,-0.039062,1.015625,38394164,39,0.887143,38394172,65.580276,-27.32,38394334,400,19930,15526,60000,38394381,-23.514973,34608.06641,17.621187,13212903,0,1,166,82,1,2779096485
38395400,38395181,-0.171875,-0.0625,1.09375,38395183,39,0.882143,38395191,65.906334,-27.28,38395353,400,19933,15533,60000,38395400,-23.358799,34649.34766,17.797569,14209887,0,1,165,87,1,2779096485
38396419,38396200,-0.195312,-0.023438,1.109375,38396202,39,0.852143,38396210,66.115761,-27.25,38396372,400,19935,15526,60000,38396419,-23.268116,34692.05859,17.949825,14918279,0,1,165,92,1,2779096485
38397438,38397219,-0.203125,-0.007812,1.101562,38397221,39,0.880714,38397229,66.344162,-27.24,38397391,400,19930,15523,60000,38397438,-22.945688,34734.84766,18.149769,719859.375,0,1,192,97,1,2779096485
38398457,38398238,-0.203125,-0.046875,1.109375,38398240,39,0.999286,38398248,66.52002,-27.27,38398410,400,19931,15523,60000,38398457,-22.79455,34771.23828,18.340902,667753.5,0,1,191,102,1,2779096485
38399476,38399257,-0.21875,-0.023438,0.984375,38399259,39,1.185,38399267,66.707703,-27.24,38399429,400,19925,15517,60000,38399476,-22.698828,34807.14453,18.517187,634841.9375,0,1,191,107,1,2779096485
38400495,38400276,-0.210938,-0.054688,1.0625,38400278,39,1.272143,38400286,66.929054,-27.14,38400448,400,19922,15519,60000,38400495,-22.958282,34865.38281,18.715696,102400000,0,1,137,114,1,2779096485
38401514,38401295,-0.195312,-0.046875,1.101562,38401297,39,1.357143,38401305,67.067429,-26.99,38401467,400,19924,15523,60000,38400495,-22.958282,34865.38281,18.715696,102400000,0,1,137,114,1,2779096485
38402533,38402314,-0.195312,-0.046875,1.0625,38402316,39,1.262143,38402324,67.244911,-26.95,38402486,400,19912,15519,60000,38402533,-23.326054,34948.50391,18.966553,102400000,0,1,137,124,1,2779096485
38403552,38403333,-0.210938,-0.070312,1.125,38403335,39,1.470714,38403343,67.384529,-26.86,38403505,400,19916,15517,60000,38402533,-23.326054,34948.50391,18.966553,102400000,0,1,137,124,1,2779096485
38404571,38404352,-0.210938,-0.070312,1.132812,38404354,39,1.534286,38404362,67.558762,-26.76,38404524,400,19924,15525,60000,38402533,-23.326054,34948.50391,18.966553,102400000,0,1,137,124,1,2779096485
38405590,38405371,-0.21875,-0.015625,1.0625,38405373,39,1.656429,38405381,67.656708,-26.69,38405543,400,19920,15526,60000,38402533,-23.326054,34948.50391,18.966553,102400000,0,1,137,124,1,2779096485
38406609,38406390,-0.21875,-0.03125,1.023438,38406392,39,1.589286,38406400,67.749214,-26.66,38406562,400,19902,15517,60000,38402533,-23.326054,34948.50391,18.966553,102400000,0,1,137,124,1,2779096485
38407628,38407409,-0.210938,-0.046875,1.023438,38407411,39,1.491429,38407419,67.809296,-26.75,38407581,400,19908,15518,60000,38402533,-23.326054,34948.50391,18.966553,102400000,0,1,137,124,1,2779096485
38408647,38408428,-0.21875,-0.039062,1.03125,38408430,39,0.984286,38408438,67.841629,-26.61,38408600,400,19917,15526,60000,38402533,-23.326054,34948.50391,18.966553,102400000,0,1,137,124,1,2779096485
38409666,38409447,-0.210938,-0.039062,1.09375,38409449,39,1.08,38409457,67.922974,-26.64,38409619,400,19915,15521,60000,38402533,-23.326054,34948.50391,18.966553,102400000,0,1,137,124,1,2779096485
38410685,38410466,-0.1875,0,1.109375,38410468,39,1.020714,38410476,68.056107,-26.56,38410638,400,19915,15525,60000,38402533,-23.326054,34948.50391,18.966553,102400000,0,1,137,124,1,2779096485
38411704,38411485,-0.195312,-0.03125,1.054688,38411487,39,1.212143,38411495,68.127731,-26.5,38411657,400,19904,15519,60000,38411704,-22.09679,35332.27344,20.764879,694237.3125,0,1,192,174,1,2779096485
38412723,38412504,-0.195312,-0.039062,1.03125,38412506,39,1.336429,38412514,68.257233,-26.47,38412676,400,19904,15520,60000,38412723,-21.94817,35366.11719,20.952282,640801,0,1,191,179,1,2779096485
38413742,38413523,-0.179688,-0.070312,1.078125,38413525,39,1.452857,38413533,68.361374,-26.38,38413695,400,19901,15518,60000,38413742,-21.852448,35405.98047,21.152483,615939.875,0,1,191,184,1,2779096485
38414761,38414542,-0.203125,-0.046875,1.070312,38414544,39,1.447143,38414552,68.504044,-26.27,38414714,400,19889,15509,60000,38414761,-21.766802,35450.95703,21.348085,598655.375,0,1,191,189,1,2779096485
38415780,38415561,-0.210938,-0.054688,1.117188,38415563,39,1.474286,38415571,68.62812,-26.13,38415733,400,19896,15513,60000,38414761,-21.766802,35450.95703,21.348085,598655.375,0,1,191,189,1,2779096485
38416799,38416580,-0.195312,-0.046875,1.078125,38416582,39,1.292143,38416590,68.823433,-26.06,38416752,400,19901,15523,60000,38414761,-21.766802,35450.95703,21.348085,598655.375,0,1,191,189,1,2779096485
38417818,38417599,-0.1875,-0.007812,1.078125,38417601,39,1.152857,38417609,68.97583,-25.98,38417771,400,19898,15513,60000,38414761,-21.766802,35450.95703,21.348085,598655.375,0,1,191,189,1,2779096485
38418837,38418618,-0.203125,0.015625,0.976562,38418620,39,1.173571,38418628,69.174576,-25.95,38418790,400,19901,15518,60000,38414761,-21.766802,35450.95703,21.348085,598655.375,0,1,191,189,1,2779096485
38419856,38419637,-0.1875,-0.03125,1.0625,38419639,39,1.100714,38419647,69.359116,-25.92,38419809,400,19900,15521,60000,38414761,-21.766802,35450.95703,21.348085,598655.375,0,1,191,189,1,2779096485
38420875,38420656,-0.1875,-0.046875,0.945312,38420658,39,0.982143,38420666,69.464493,-25.93,38420828,400,19899,15516,60000,38414761,-21.766802,35450.95703,21.348085,598655.375,0,1,191,189,1,2779096485
38421894,38421675,-0.203125,-0.085938,1.023438,38421677,39,0.877143,38421685,69.598389,-25.88,38421847,400,19882,15507,60000,38414761,-21.766802,35450.95703,21.348085,598655.375,0,1,191,189,1,2779096485
38422913,38422694,-0.195312,-0.039062,0.953125,38422696,39,0.873571,38422704,69.763092,-25.9,38422866,400,19893,15516,60000,38422913,-22.328539,35765.01563,22.631889,102400000,0,1,136,231,1,2779096485
38423932,38423713,-0.1875,-0.03125,1.015625,38423715,39,0.985714,38423723,69.906906,-25.83,38423885,400,19886,15511,60000,38423932,-21.852448,35800.83594,22.886557,12473544,0,1,165,236,1,2779096485
38424951,38424732,-0.195312,-0.09375,1.125,38424734,39,1.125714,38424742,70.072083,-25.72,38424904,400,19887,15517,60000,38424951,-21.711384,35837.66406,23.073124,13277147,0,1,165,241,1,2779096485
38425970,38425751,-0.203125,-0.039062,0.96875,38425753,39,1.228571,38425761,70.280548,-25.66,38425923,400,19887,15512,60000,38425970,-21.618181,35881.28125,23.272795,14570031,0,1,164,246,1,2779096485
38426989,38426770,-0.195312,-0.015625,1.0625,38426772,39,1.29,38426780,70.394325,-25.64,38426942,400,19884,15510,60000,38425970,-21.618181,35881.28125,23.272795,14570031,0,1,164,246,1,2779096485
38428008,38427789,-0.203125,-0.023438,1.046875,38427791,39,1.285,38427799,70.505432,-25.63,38427961,400,19890,15517,60000,38425970,-21.618181,35881.28125,23.272795,14570031,0,1,164,246,1,2779096485
38429027,38428808,-0.203125,-0.039062,1.0625,38428810,39,1.245714,38428818,70.659927,-25.55,38428980,400,19891,15513,60000,38425970,-21.618181,35881.28125,23.272795,14570031,0,1,164,246,1,2779096485
38430046,38429827,-0.226562,0,1.03125,38429829,39,1.152143,38429837,70.814133,-25.38,38429999,400,19873,15508,60000,38430046,-21.283152,36059.94922,24.112906,102400000,0,1,136,12,1,2779096485
38431065,38430846,-0.226562,-0.039062,1.054688,38430848,39,1.062143,38430856,70.903488,-25.3,38431018,400,19881,15506,60000,38430046,-21.283152,36059.94922,24.112906,102400000,0,1,136,12,1,2779096485
38432084,38431865,-0.210938,0,0.976562,38431867,39,0.916429,38431875,71.02919,-25.24,38432037,400,19882,15511,60000,38432084,-21.691233,36143.37891,24.388603,102400000,0,1,136,22,1,2779096485
